stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00000833,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000833.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000833.png,512,512,0.3938,5,1,"[21, 27, 80, 96, 103]","['chicken duck', 'cucumber', 'rice', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1803,2.6124,medium,2.1803,2.3606,light
00000834,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000834.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000834.png,384,512,0.7571,6,1,"[3, 15, 23, 35, 80, 103]","['asparagus', 'carrot', 'cilantro mint', 'fish', 'rice', 'background']","['medium', 'head', 'head', 'medium', 'medium', 'background']",False,False,0.2776,2.1358,easy,2.7776,1.9552,none
00000835,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000835.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000835.png,384,512,0.4191,5,1,"[10, 23, 35, 82, 103]","['bread', 'cilantro mint', 'fish', 'sauce', 'background']","['head', 'head', 'medium', 'head', 'background']",False,False,0.1834,2.5618,medium,2.1834,2.3668,light
00000836,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000836.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000836.png,384,512,0.5713,5,1,"[11, 15, 21, 82, 103]","['broccoli', 'carrot', 'chicken duck', 'sauce', 'background']","['head', 'head', 'head', 'head', 'background']",False,False,0.1503,2.2573999999999996,easy,2.6503,1.7006000000000001,none
00000837,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000837.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000837.png,340,512,0.6694,4,2,"[25, 69, 82, 103]","['corn', 'pie', 'sauce', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.149,1.9612,easy,2.649,1.698,none
00000838,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000838.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000838.png,428,642,0.3419,8,5,"[3, 15, 45, 68, 88, 96, 100, 103]","['asparagus', 'carrot', 'ice cream', 'pepper', 'snow peas', 'tomato', 'white radish', 'background']","['medium', 'head', 'head', 'medium', 'tail', 'head', 'tail', 'background']",True,False,0.6428,4.8662,hard,2.0428,4.2856000000000005,rare_crop
00000839,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000839.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000839.png,409,512,0.4918,5,1,"[15, 52, 69, 96, 103]","['carrot', 'lettuce', 'pie', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1833,2.4164,medium,2.1833,2.3666,light
00000840,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000840.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000840.png,204,307,0.3024,4,1,"[9, 13, 45, 103]","['blueberry', 'cake', 'ice cream', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1937,2.5452,medium,2.1936999999999998,2.3874,light
00000841,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000841.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000841.png,341,512,0.8038,5,1,"[11, 57, 77, 87, 103]","['broccoli', 'noodles', 'rape', 'shrimp', 'background']","['head', 'medium', 'tail', 'medium', 'background']",True,False,0.3912,2.5924000000000005,medium,2.3912,2.7824,rare_crop
00000842,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000842.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000842.png,401,512,0.7825,5,1,"[1, 11, 21, 25, 103]","['apple', 'broccoli', 'chicken duck', 'corn', 'background']","['medium', 'head', 'head', 'medium', 'background']",False,False,0.2444,1.835,easy,2.7443999999999997,1.8887999999999998,none
00000843,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000843.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000843.png,256,256,0.7044,7,2,"[10, 19, 37, 60, 89, 92, 103]","['bread', 'cheese butter', 'french fries', 'onion', 'soup', 'steak', 'background']","['head', 'medium', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.4159,2.6412,medium,2.4158999999999997,2.8318,light
00000844,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000844.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000844.png,384,512,0.6063,5,1,"[36, 60, 74, 92, 103]","['french beans', 'onion', 'potato', 'steak', 'background']","['medium', 'medium', 'head', 'head', 'background']",False,False,0.204,2.1874000000000002,easy,2.7039999999999997,1.8079999999999998,none
00000845,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000845.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000845.png,384,512,0.7693,4,1,"[11, 35, 51, 103]","['broccoli', 'fish', 'lemon', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1612,1.6114000000000002,easy,2.6612,1.7224,none
00000846,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000846.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000846.png,428,640,0.2473,3,1,"[11, 45, 103]","['broccoli', 'ice cream', 'background']","['head', 'head', 'background']",False,False,0.0842,2.4054,medium,2.0842,2.1684,light
00000847,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000847.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000847.png,384,512,0.6324,5,1,"[42, 60, 64, 83, 103]","['green beans', 'onion', 'pasta', 'sausage', 'background']","['medium', 'medium', 'medium', 'medium', 'background']",False,False,0.3278,2.1352,easy,2.8278,2.0556,none
00000848,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000848.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000848.png,393,512,0.5505,4,1,"[11, 80, 99, 103]","['broccoli', 'rice', 'white button mushroom', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.2002,2.049,easy,2.7001999999999997,1.8003999999999998,none
00000849,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000849.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000849.png,273,410,0.4901,4,2,"[9, 13, 98, 103]","['blueberry', 'cake', 'watermelon', 'background']","['medium', 'medium', 'extreme_tail', 'background']",False,True,0.5031,3.5198,hard,1.9030999999999998,5.5062,mix
00000850,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000850.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000850.png,350,512,0.5457,5,1,"[10, 42, 74, 92, 103]","['bread', 'green beans', 'potato', 'steak', 'background']","['head', 'medium', 'head', 'head', 'background']",False,False,0.2001,2.3086,medium,2.2001,2.4002,light
00000851,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000851.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000851.png,489,512,0.526,6,1,"[9, 20, 23, 78, 93, 103]","['blueberry', 'cherry', 'cilantro mint', 'raspberry', 'strawberry', 'background']","['medium', 'medium', 'head', 'tail', 'medium', 'background']",True,False,0.4285,3.3979999999999997,hard,1.8285,3.857,rare_crop
00000852,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000852.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000852.png,384,512,0.714,6,1,"[10, 19, 69, 92, 96, 103]","['bread', 'cheese butter', 'pie', 'steak', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.2354,2.222,easy,2.7354000000000003,1.8708,none
00000853,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000853.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000853.png,428,642,0.1932,8,4,"[6, 10, 19, 30, 52, 73, 83, 103]","['banana', 'bread', 'cheese butter', 'egg', 'lettuce', 'pork', 'sausage', 'background']","['medium', 'head', 'medium', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.4733,4.2136,hard,1.8733,3.9466,hard_crop
00000854,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000854.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000854.png,428,642,0.5114,6,3,"[0, 11, 15, 21, 23, 103]","['almond', 'broccoli', 'carrot', 'chicken duck', 'cilantro mint', 'background']","['tail', 'head', 'head', 'head', 'head', 'background']",True,False,0.3933,3.7272,hard,1.7933,3.7866,rare_crop
00000855,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000855.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000855.png,384,512,0.5208,6,3,"[27, 52, 62, 73, 80, 103]","['cucumber', 'lettuce', 'other ingredients', 'pork', 'rice', 'background']","['medium', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.2988,2.9084,hard,1.6987999999999999,3.5976,hard_crop
00000856,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000856.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000856.png,289,512,0.3227,4,1,"[10, 55, 93, 103]","['bread', 'milk', 'strawberry', 'background']","['head', 'tail', 'medium', 'background']",True,False,0.2887,3.3045999999999998,hard,1.6886999999999999,3.5774,rare_crop
00000857,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000857.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000857.png,384,512,0.6553,4,1,"[45, 49, 93, 103]","['ice cream', 'kiwi', 'strawberry', 'background']","['head', 'tail', 'medium', 'background']",True,False,0.2752,2.6394,medium,2.2752,2.5504,rare_crop
00000858,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000858.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000858.png,256,256,0.5594,5,2,"[10, 19, 82, 92, 103]","['bread', 'cheese butter', 'sauce', 'steak', 'background']","['head', 'medium', 'head', 'head', 'background']",False,False,0.1795,2.4312,medium,2.1795,2.359,light
00000859,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000859.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000859.png,326,512,0.7805,9,1,"[10, 37, 52, 60, 73, 92, 96, 99, 103]","['bread', 'french fries', 'lettuce', 'onion', 'pork', 'steak', 'tomato', 'white button mushroom', 'background']","['head', 'medium', 'medium', 'medium', 'medium', 'head', 'head', 'medium', 'background']",False,False,0.4682,2.839,medium,2.4682,2.9364,light
00000860,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000860.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000860.png,428,642,0.7372,6,2,"[8, 15, 18, 36, 69, 103]","['biscuit', 'carrot', 'celery stick', 'french beans', 'pie', 'background']","['medium', 'head', 'medium', 'medium', 'medium', 'background']",False,False,0.3256,2.3256,medium,2.3256,2.6512000000000002,light
00000861,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000861.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000861.png,384,512,0.5334,4,1,"[15, 73, 74, 103]","['carrot', 'pork', 'potato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1245,2.0831999999999997,easy,2.6245000000000003,1.649,none
00000862,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000862.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000862.png,256,256,0.3178,4,1,"[19, 25, 92, 103]","['cheese butter', 'corn', 'steak', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1648,2.5143999999999997,medium,2.1648,2.3296,light
00000863,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000863.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000863.png,2448,3264,0.7352,3,1,"[27, 96, 103]","['cucumber', 'tomato', 'background']","['medium', 'head', 'background']",False,False,0.0935,1.4296000000000002,easy,2.5934999999999997,1.5870000000000002,none
00000864,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000864.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000864.png,256,256,0.518,5,1,"[3, 15, 73, 74, 103]","['asparagus', 'carrot', 'pork', 'potato', 'background']","['medium', 'head', 'medium', 'head', 'background']",False,False,0.2046,2.364,medium,2.2046,2.4092000000000002,light
00000865,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000865.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000865.png,2052,2403,0.7377,3,1,"[37, 92, 103]","['french fries', 'steak', 'background']","['medium', 'head', 'background']",False,False,0.1227,1.4245999999999999,easy,2.6227,1.6454,none
00000866,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000866.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000866.png,256,256,0.7825,5,1,"[10, 11, 21, 74, 103]","['bread', 'broccoli', 'chicken duck', 'potato', 'background']","['head', 'head', 'head', 'head', 'background']",False,False,0.1495,1.835,easy,2.6494999999999997,1.6989999999999998,none
00000867,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000867.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000867.png,384,512,0.955,9,1,"[11, 15, 17, 27, 68, 82, 88, 91, 103]","['broccoli', 'carrot', 'cauliflower', 'cucumber', 'pepper', 'sauce', 'snow peas', 'spring onion', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'head', 'tail', 'medium', 'background']",True,False,0.5943,3.29,hard,1.9943,4.1886,rare_crop
00000868,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000868.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000868.png,390,512,0.782,6,1,"[11, 15, 17, 21, 45, 103]","['broccoli', 'carrot', 'cauliflower', 'chicken duck', 'ice cream', 'background']","['head', 'head', 'medium', 'head', 'head', 'background']",False,False,0.2409,2.086,easy,2.7409,1.8818000000000001,none
00000869,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000869.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000869.png,384,512,0.6023,5,1,"[11, 35, 68, 80, 103]","['broccoli', 'fish', 'pepper', 'rice', 'background']","['head', 'medium', 'medium', 'medium', 'background']",False,False,0.2204,2.1954000000000002,easy,2.7203999999999997,1.8408000000000002,none
00000870,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000870.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000870.png,2250,2250,0.3301,11,5,"[18, 23, 27, 45, 51, 59, 60, 62, 74, 82, 103]","['celery stick', 'cilantro mint', 'cucumber', 'ice cream', 'lemon', 'olives', 'onion', 'other ingredients', 'potato', 'sauce', 'background']","['medium', 'head', 'medium', 'head', 'medium', 'tail', 'medium', 'medium', 'head', 'head', 'background']",True,False,0.6927,5.6398,hard,2.0927,4.3854,rare_crop
00000871,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000871.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000871.png,384,512,0.283,5,1,"[15, 42, 69, 80, 103]","['carrot', 'green beans', 'pie', 'rice', 'background']","['head', 'medium', 'medium', 'medium', 'background']",False,False,0.229,2.834,medium,2.229,2.458,light
00000872,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000872.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000872.png,2432,4320,0.6983,4,1,"[8, 11, 82, 103]","['biscuit', 'broccoli', 'sauce', 'background']","['medium', 'head', 'head', 'background']",False,False,0.1594,1.7534,easy,2.6593999999999998,1.7187999999999999,none
00000873,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000873.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000873.png,384,512,0.8946,4,1,"[3, 82, 87, 103]","['asparagus', 'sauce', 'shrimp', 'background']","['medium', 'head', 'medium', 'background']",False,False,0.2368,1.3608000000000002,easy,2.7368,1.8736000000000002,none
00000874,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000874.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000874.png,384,512,0.2456,3,3,"[10, 46, 103]","['bread', 'juice', 'background']","['head', 'medium', 'background']",False,False,0.1387,2.7088,medium,2.1387,2.2774,light
00000875,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000875.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000875.png,384,512,0.342,4,1,"[15, 74, 92, 103]","['carrot', 'potato', 'steak', 'background']","['head', 'head', 'head', 'background']",False,False,0.1133,2.4659999999999997,medium,2.1132999999999997,2.2266,light
00000876,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000876.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000876.png,307,410,0.4051,5,1,"[6, 9, 56, 93, 103]","['banana', 'blueberry', 'milkshake', 'strawberry', 'background']","['medium', 'medium', 'medium', 'medium', 'background']",False,False,0.3908,2.5898,medium,2.3908,2.7816,light
00000877,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000877.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000877.png,340,512,0.6195,7,1,"[11, 15, 17, 21, 32, 74, 103]","['broccoli', 'carrot', 'cauliflower', 'chicken duck', 'eggplant', 'potato', 'background']","['head', 'head', 'medium', 'head', 'tail', 'head', 'background']",True,False,0.5509,3.4610000000000003,hard,1.9508999999999999,4.1018,rare_crop
00000878,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000878.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000878.png,257,410,0.3896,3,2,"[13, 20, 103]","['cake', 'cherry', 'background']","['medium', 'medium', 'background']",False,False,0.1502,2.2708000000000004,medium,2.1502,2.3004,light
